IncomeCategory,Date,HighestInfected
High income,02-09-2020,10161279
Middle Class Income,02-09-2020,9492891
Lower middle income,02-09-2020,6225843
Low income,02-09-2020,202584
High income,01-09-2020,10085292
Middle Class Income,01-09-2020,9394266
Lower middle income,01-09-2020,6120246
Low income,01-09-2020,200917
High income,31-08-2020,10012429
Middle Class Income,31-08-2020,9300063
Lower middle income,31-08-2020,6022537
Low income,31-08-2020,198812
High income,30-08-2020,9935399
Middle Class Income,30-08-2020,9203442
Lower middle income,30-08-2020,5933407
Low income,30-08-2020,197283
High income,29-08-2020,9879285
Middle Class Income,29-08-2020,9141004
Lower middle income,29-08-2020,5834557
Low income,29-08-2020,194958
High income,28-08-2020,9812816
Middle Class Income,28-08-2020,9049324
Lower middle income,28-08-2020,5734272
Low income,28-08-2020,192683
High income,27-08-2020,9730886
Middle Class Income,27-08-2020,8949039
Lower middle income,27-08-2020,5635210
Low income,27-08-2020,190031
High income,26-08-2020,9639072
Middle Class Income,26-08-2020,8854405
Lower middle income,26-08-2020,5536379
Low income,26-08-2020,188057
High income,25-08-2020,9570016
Middle Class Income,25-08-2020,8751957
Lower middle income,25-08-2020,5428611
Low income,25-08-2020,185648
High income,24-08-2020,9499703
Middle Class Income,24-08-2020,8656126
Lower middle income,24-08-2020,5352092
Low income,24-08-2020,183111
High income,23-08-2020,9428282
Middle Class Income,23-08-2020,8582849
Lower middle income,23-08-2020,5270939
Low income,23-08-2020,180862
High income,22-08-2020,9375549
Middle Class Income,22-08-2020,8515770
Lower middle income,22-08-2020,5190918
Low income,22-08-2020,177947
High income,21-08-2020,9307991
Middle Class Income,21-08-2020,8413433
Lower middle income,21-08-2020,5099850
Low income,21-08-2020,175384
High income,20-08-2020,9227838
Middle Class Income,20-08-2020,8326457
Lower middle income,20-08-2020,5007885
Low income,20-08-2020,172518
High income,19-08-2020,9152352
Middle Class Income,19-08-2020,8224400
Lower middle income,19-08-2020,4916835
Low income,19-08-2020,169641
High income,18-08-2020,9077759
Middle Class Income,18-08-2020,8117443
Lower middle income,18-08-2020,4823212
Low income,18-08-2020,167347
High income,17-08-2020,9008622
Middle Class Income,17-08-2020,8017407
Lower middle income,17-08-2020,4735475
Low income,17-08-2020,164840
High income,16-08-2020,8940246
Middle Class Income,16-08-2020,7948611
Lower middle income,16-08-2020,4662406
Low income,16-08-2020,162196
High income,15-08-2020,8886998
Middle Class Income,15-08-2020,7872316
Lower middle income,15-08-2020,4584118
Low income,15-08-2020,159992
High income,14-08-2020,8813530
Middle Class Income,14-08-2020,7786090
Lower middle income,14-08-2020,4497481
Low income,14-08-2020,157308
High income,13-08-2020,8715229
Middle Class Income,13-08-2020,7668342
Lower middle income,13-08-2020,4408597
Low income,13-08-2020,155157
High income,12-08-2020,8633862
Middle Class Income,12-08-2020,7547991
Lower middle income,12-08-2020,4322367
Low income,12-08-2020,153005
High income,11-08-2020,8554851
Middle Class Income,11-08-2020,7443739
Lower middle income,11-08-2020,4232445
Low income,11-08-2020,151114
High income,10-08-2020,8475469
Middle Class Income,10-08-2020,7340208
Lower middle income,10-08-2020,4151277
Low income,10-08-2020,149635
High income,09-08-2020,8395548
Middle Class Income,09-08-2020,7264442
Lower middle income,09-08-2020,4075196
Low income,09-08-2020,148183
High income,08-08-2020,8325711
Middle Class Income,08-08-2020,7184323
Lower middle income,08-08-2020,3993597
Low income,08-08-2020,146745
High income,07-08-2020,8244826
Middle Class Income,07-08-2020,7088541
Lower middle income,07-08-2020,3906981
Low income,07-08-2020,144799
High income,06-08-2020,8157647
Middle Class Income,06-08-2020,6978948
Lower middle income,06-08-2020,3823152
Low income,06-08-2020,142968
High income,05-08-2020,8073306
Middle Class Income,05-08-2020,6862280
Lower middle income,05-08-2020,3739121
Low income,05-08-2020,141289
High income,04-08-2020,7996004
Middle Class Income,04-08-2020,6745423
Lower middle income,04-08-2020,3659780
Low income,04-08-2020,139636
High income,03-08-2020,7912001
Middle Class Income,03-08-2020,6640326
Lower middle income,03-08-2020,3585296
Low income,03-08-2020,137904
High income,02-08-2020,7844182
Middle Class Income,02-08-2020,6574546
Lower middle income,02-08-2020,3514039
Low income,02-08-2020,136687
High income,01-08-2020,7783790
Middle Class Income,01-08-2020,6478150
Lower middle income,01-08-2020,3441713
Low income,01-08-2020,135201
High income,31-07-2020,7710419
Middle Class Income,31-07-2020,6384366
Lower middle income,31-07-2020,3364329
Low income,31-07-2020,133492
High income,30-07-2020,7624459
Middle Class Income,30-07-2020,6268302
Lower middle income,30-07-2020,3280952
Low income,30-07-2020,131439
High income,29-07-2020,7532602
Middle Class Income,29-07-2020,6155515
Lower middle income,29-07-2020,3206008
Low income,29-07-2020,129264
High income,28-07-2020,7446942
Middle Class Income,28-07-2020,6043706
Lower middle income,28-07-2020,3134790
Low income,28-07-2020,127713
High income,27-07-2020,7363607
Middle Class Income,27-07-2020,5935941
Lower middle income,27-07-2020,3064020
Low income,27-07-2020,125707
High income,26-07-2020,7278435
Middle Class Income,26-07-2020,5851847
Lower middle income,26-07-2020,3000488
Low income,26-07-2020,124114
High income,25-07-2020,7206916
Middle Class Income,25-07-2020,5781920
Lower middle income,25-07-2020,2932157
Low income,25-07-2020,122092
High income,24-07-2020,7125876
Middle Class Income,24-07-2020,5684101
Lower middle income,24-07-2020,2862989
Low income,24-07-2020,120572
High income,23-07-2020,7029018
Middle Class Income,23-07-2020,5568647
Lower middle income,23-07-2020,2793568
Low income,23-07-2020,118805
High income,22-07-2020,6939584
Middle Class Income,22-07-2020,5450546
Lower middle income,22-07-2020,2723020
Low income,22-07-2020,117247
High income,21-07-2020,6852768
Middle Class Income,21-07-2020,5330333
Lower middle income,21-07-2020,2656861
Low income,21-07-2020,115082
High income,20-07-2020,6766338
Middle Class Income,20-07-2020,5233385
Lower middle income,20-07-2020,2599024
Low income,20-07-2020,113286
High income,19-07-2020,6682993
Middle Class Income,19-07-2020,5165500
Lower middle income,19-07-2020,2543914
Low income,19-07-2020,111453
High income,18-07-2020,6609874
Middle Class Income,18-07-2020,5089744
Lower middle income,18-07-2020,2482292
Low income,18-07-2020,110063
High income,17-07-2020,6528798
Middle Class Income,17-07-2020,5007317
Lower middle income,17-07-2020,2411839
Low income,17-07-2020,108698
High income,16-07-2020,6442652
Middle Class Income,16-07-2020,4915701
Lower middle income,16-07-2020,2354383
Low income,16-07-2020,106481
High income,15-07-2020,6351866
Middle Class Income,15-07-2020,4818366
Lower middle income,15-07-2020,2299212
Low income,15-07-2020,104876
High income,14-07-2020,6267921
Middle Class Income,14-07-2020,4727100
Lower middle income,14-07-2020,2245829
Low income,14-07-2020,103696
High income,13-07-2020,6185460
Middle Class Income,13-07-2020,4636247
Lower middle income,13-07-2020,2199370
Low income,13-07-2020,102467
High income,12-07-2020,6105510
Middle Class Income,12-07-2020,4568152
Lower middle income,12-07-2020,2153903
Low income,12-07-2020,101501
High income,11-07-2020,6029260
Middle Class Income,11-07-2020,4500537
Lower middle income,11-07-2020,2105927
Low income,11-07-2020,100414
High income,10-07-2020,5952449
Middle Class Income,10-07-2020,4414129
Lower middle income,10-07-2020,2057710
Low income,10-07-2020,99052
High income,09-07-2020,5864370
Middle Class Income,09-07-2020,4317961
Lower middle income,09-07-2020,2010629
Low income,09-07-2020,97280
High income,08-07-2020,5785782
Middle Class Income,08-07-2020,4220630
Lower middle income,08-07-2020,1963471
Low income,08-07-2020,95786
High income,07-07-2020,5708396
Middle Class Income,07-07-2020,4132090
Lower middle income,07-07-2020,1915772
Low income,07-07-2020,94149
High income,06-07-2020,5634725
Middle Class Income,06-07-2020,4041810
Lower middle income,06-07-2020,1871408
Low income,06-07-2020,92883
High income,05-07-2020,5572307
Middle Class Income,05-07-2020,3978876
Lower middle income,05-07-2020,1829305
Low income,05-07-2020,92058
High income,04-07-2020,5501966
Middle Class Income,04-07-2020,3913138
Lower middle income,04-07-2020,1779974
Low income,04-07-2020,91253
High income,03-07-2020,5437938
Middle Class Income,03-07-2020,3833912
Lower middle income,03-07-2020,1734517
Low income,03-07-2020,90259
High income,02-07-2020,5366923
Middle Class Income,02-07-2020,3744742
Lower middle income,02-07-2020,1693365
Low income,02-07-2020,88971
High income,01-07-2020,5294875
Middle Class Income,01-07-2020,3655297
Lower middle income,01-07-2020,1650817
Low income,01-07-2020,88051
High income,30-06-2020,5228569
Middle Class Income,30-06-2020,3548652
Lower middle income,30-06-2020,1609605
Low income,30-06-2020,87083
High income,29-06-2020,5160667
Middle Class Income,29-06-2020,3472901
Lower middle income,29-06-2020,1570296
Low income,29-06-2020,86291
High income,28-06-2020,5101451
Middle Class Income,28-06-2020,3417872
Lower middle income,28-06-2020,1532989
Low income,28-06-2020,85129
High income,27-06-2020,5041889
Middle Class Income,27-06-2020,3349375
Lower middle income,27-06-2020,1493753
Low income,27-06-2020,83971
High income,26-06-2020,4982278
Middle Class Income,26-06-2020,3274800
Lower middle income,26-06-2020,1452920
Low income,26-06-2020,82593
High income,25-06-2020,4912715
Middle Class Income,25-06-2020,3191979
Lower middle income,25-06-2020,1414006
Low income,25-06-2020,81418
High income,24-06-2020,4853693
Middle Class Income,24-06-2020,3109625
Lower middle income,24-06-2020,1377210
Low income,24-06-2020,80080
High income,23-06-2020,4798788
Middle Class Income,23-06-2020,3031598
Lower middle income,23-06-2020,1339852
Low income,23-06-2020,78904
High income,22-06-2020,4741799
Middle Class Income,22-06-2020,2957108
Lower middle income,22-06-2020,1304371
Low income,22-06-2020,77683
High income,21-06-2020,4693744
Middle Class Income,21-06-2020,2897653
Lower middle income,21-06-2020,1270681
Low income,21-06-2020,76548
High income,20-06-2020,4650391
Middle Class Income,20-06-2020,2883423
Lower middle income,20-06-2020,1236699
Low income,20-06-2020,75052
High income,19-06-2020,4599656
Middle Class Income,19-06-2020,2787399
Lower middle income,19-06-2020,1199406
Low income,19-06-2020,73225
High income,18-06-2020,4547377
Middle Class Income,18-06-2020,2697382
Lower middle income,18-06-2020,1161924
Low income,18-06-2020,72019
High income,17-06-2020,4498465
Middle Class Income,17-06-2020,2638758
Lower middle income,17-06-2020,1127893
Low income,17-06-2020,70490
High income,16-06-2020,4453925
Middle Class Income,16-06-2020,2575687
Lower middle income,16-06-2020,1094545
Low income,16-06-2020,68247
High income,15-06-2020,4410088
Middle Class Income,15-06-2020,2507859
Lower middle income,15-06-2020,1063588
Low income,15-06-2020,66959
High income,14-06-2020,4370640
Middle Class Income,14-06-2020,2453825
Lower middle income,14-06-2020,1033935
Low income,14-06-2020,65172
High income,13-06-2020,4330397
Middle Class Income,13-06-2020,2400351
Lower middle income,13-06-2020,997091
Low income,13-06-2020,63788
High income,12-06-2020,4283634
Middle Class Income,12-06-2020,2346185
Lower middle income,12-06-2020,965675
Low income,12-06-2020,62232
High income,11-06-2020,4235726
Middle Class Income,11-06-2020,2293897
Lower middle income,11-06-2020,940094
Low income,11-06-2020,60536
High income,10-06-2020,4192647
Middle Class Income,10-06-2020,2232888
Lower middle income,10-06-2020,909745
Low income,10-06-2020,58781
High income,09-06-2020,4149969
Middle Class Income,09-06-2020,2169195
Lower middle income,09-06-2020,880668
Low income,09-06-2020,57039
High income,08-06-2020,4112242
Middle Class Income,08-06-2020,2110345
Lower middle income,08-06-2020,852352
Low income,08-06-2020,55936
High income,07-06-2020,4077824
Middle Class Income,07-06-2020,2067284
Lower middle income,07-06-2020,828529
Low income,07-06-2020,54187
High income,06-06-2020,4041095
Middle Class Income,06-06-2020,2021703
Lower middle income,06-06-2020,801666
Low income,06-06-2020,52349
High income,05-06-2020,3992987
Middle Class Income,05-06-2020,1969176
Lower middle income,05-06-2020,774469
Low income,05-06-2020,50850
High income,04-06-2020,3948173
Middle Class Income,04-06-2020,1908548
Lower middle income,04-06-2020,748367
Low income,04-06-2020,48832
High income,03-06-2020,3898857
Middle Class Income,03-06-2020,1847827
Lower middle income,03-06-2020,721702
Low income,03-06-2020,47208
High income,02-06-2020,3864679
Middle Class Income,02-06-2020,1798519
Lower middle income,02-06-2020,695592
Low income,02-06-2020,45551
High income,01-06-2020,3829675
Middle Class Income,01-06-2020,1736510
Lower middle income,01-06-2020,671379
Low income,01-06-2020,44032
High income,31-05-2020,3794184
Middle Class Income,31-05-2020,1697072
Lower middle income,31-05-2020,647740
Low income,31-05-2020,42321
High income,30-05-2020,3758468
Middle Class Income,30-05-2020,1654143
Lower middle income,30-05-2020,624895
Low income,30-05-2020,40952
High income,29-05-2020,3707496
Middle Class Income,29-05-2020,1594178
Lower middle income,29-05-2020,602474
Low income,29-05-2020,39270
High income,28-05-2020,3663821
Middle Class Income,28-05-2020,1539658
Lower middle income,28-05-2020,580657
Low income,28-05-2020,37807
High income,27-05-2020,3620251
Middle Class Income,27-05-2020,1485285
Lower middle income,27-05-2020,560452
Low income,27-05-2020,35962
High income,26-05-2020,3584333
Middle Class Income,26-05-2020,1438524
Lower middle income,26-05-2020,542045
Low income,26-05-2020,34497
High income,25-05-2020,3548781
Middle Class Income,25-05-2020,1398194
Lower middle income,25-05-2020,526818
Low income,25-05-2020,33248
High income,24-05-2020,3513597
Middle Class Income,24-05-2020,1362444
Lower middle income,24-05-2020,511052
Low income,24-05-2020,31737
High income,23-05-2020,3477353
Middle Class Income,23-05-2020,1324217
Lower middle income,23-05-2020,493881
Low income,23-05-2020,30172
High income,22-05-2020,3433103
Middle Class Income,22-05-2020,1282558
Lower middle income,22-05-2020,477286
Low income,22-05-2020,28569
High income,21-05-2020,3388006
Middle Class Income,21-05-2020,1238437
Lower middle income,21-05-2020,460301
Low income,21-05-2020,27524
High income,20-05-2020,3343458
Middle Class Income,20-05-2020,1197064
Lower middle income,20-05-2020,441847
Low income,20-05-2020,25945
High income,19-05-2020,3300120
Middle Class Income,19-05-2020,1152328
Lower middle income,19-05-2020,425677
Low income,19-05-2020,24768
High income,18-05-2020,3260093
Middle Class Income,18-05-2020,1112993
Lower middle income,18-05-2020,410441
Low income,18-05-2020,23762
High income,17-05-2020,3221162
Middle Class Income,17-05-2020,1077829
Lower middle income,17-05-2020,396631
Low income,17-05-2020,22528
High income,16-05-2020,3186575
Middle Class Income,16-05-2020,1048438
Lower middle income,16-05-2020,383235
Low income,16-05-2020,21555
High income,15-05-2020,3142024
Middle Class Income,15-05-2020,1012323
Lower middle income,15-05-2020,371119
Low income,15-05-2020,20430
High income,14-05-2020,3098577
Middle Class Income,14-05-2020,971263
Lower middle income,14-05-2020,360634
Low income,14-05-2020,19092
High income,13-05-2020,3052792
Middle Class Income,13-05-2020,935830
Lower middle income,13-05-2020,347441
Low income,13-05-2020,17861
High income,12-05-2020,3013890
Middle Class Income,12-05-2020,901696
Lower middle income,12-05-2020,336596
Low income,12-05-2020,17327
High income,11-05-2020,2970894
Middle Class Income,11-05-2020,870481
Lower middle income,11-05-2020,326606
Low income,11-05-2020,16145
High income,10-05-2020,2933571
Middle Class Income,10-05-2020,844350
Lower middle income,10-05-2020,314581
Low income,10-05-2020,15447
High income,09-05-2020,2898574
Middle Class Income,09-05-2020,817053
Lower middle income,09-05-2020,302986
Low income,09-05-2020,14123
High income,08-05-2020,2855879
Middle Class Income,08-05-2020,786309
Lower middle income,08-05-2020,292817
Low income,08-05-2020,13490
High income,07-05-2020,2809351
Middle Class Income,07-05-2020,754793
Lower middle income,07-05-2020,281027
Low income,07-05-2020,12911
High income,06-05-2020,2762002
Middle Class Income,06-05-2020,724997
Lower middle income,06-05-2020,270379
Low income,06-05-2020,12151
High income,05-05-2020,2715220
Middle Class Income,05-05-2020,692590
Lower middle income,05-05-2020,260357
Low income,05-05-2020,10925
High income,04-05-2020,2672715
Middle Class Income,04-05-2020,665674
Lower middle income,04-05-2020,250591
Low income,04-05-2020,10457
High income,03-05-2020,2632820
Middle Class Income,03-05-2020,638631
Lower middle income,03-05-2020,240427
Low income,03-05-2020,9954
High income,02-05-2020,2593585
Middle Class Income,02-05-2020,611812
Lower middle income,02-05-2020,232671
Low income,02-05-2020,9758
High income,01-05-2020,2548323
Middle Class Income,01-05-2020,587275
Lower middle income,01-05-2020,224981
Low income,01-05-2020,9024
High income,30-04-2020,2492050
Middle Class Income,30-04-2020,562711
Lower middle income,30-04-2020,217497
Low income,30-04-2020,8382
High income,29-04-2020,2441402
Middle Class Income,29-04-2020,537299
Lower middle income,29-04-2020,210202
Low income,29-04-2020,8039
High income,28-04-2020,2394391
Middle Class Income,28-04-2020,514717
Lower middle income,28-04-2020,203086
Low income,28-04-2020,7432
High income,27-04-2020,2347976
Middle Class Income,27-04-2020,492524
Lower middle income,27-04-2020,196421
Low income,27-04-2020,6953
High income,26-04-2020,2300580
Middle Class Income,26-04-2020,474807
Lower middle income,26-04-2020,190916
Low income,26-04-2020,6545
High income,25-04-2020,2254494
Middle Class Income,25-04-2020,456633
Lower middle income,25-04-2020,184725
Low income,25-04-2020,6235
High income,24-04-2020,2199168
Middle Class Income,24-04-2020,434963
Lower middle income,24-04-2020,178935
Low income,24-04-2020,5872
High income,23-04-2020,2151975
Middle Class Income,23-04-2020,405327
Lower middle income,23-04-2020,172488
Low income,23-04-2020,5581
High income,22-04-2020,2094042
Middle Class Income,22-04-2020,387165
Lower middle income,22-04-2020,166237
Low income,22-04-2020,5247
High income,21-04-2020,2034567
Middle Class Income,21-04-2020,370865
Lower middle income,21-04-2020,160267
Low income,21-04-2020,4978
High income,20-04-2020,1981383
Middle Class Income,20-04-2020,353746
Lower middle income,20-04-2020,154750
Low income,20-04-2020,4721
High income,19-04-2020,1925893
Middle Class Income,19-04-2020,338530
Lower middle income,19-04-2020,149239
Low income,19-04-2020,4458
High income,18-04-2020,1872048
Middle Class Income,18-04-2020,321828
Lower middle income,18-04-2020,143667
Low income,18-04-2020,4264
High income,17-04-2020,1815901
Middle Class Income,17-04-2020,305805
Lower middle income,17-04-2020,137899
Low income,17-04-2020,3983
High income,16-04-2020,1750409
Middle Class Income,16-04-2020,289258
Lower middle income,16-04-2020,132331
Low income,16-04-2020,3727
High income,15-04-2020,1675976
Middle Class Income,15-04-2020,274629
Lower middle income,15-04-2020,127055
Low income,15-04-2020,3611
High income,14-04-2020,1617979
Middle Class Income,14-04-2020,259589
Lower middle income,14-04-2020,122083
Low income,14-04-2020,3361
High income,13-04-2020,1550642
Middle Class Income,13-04-2020,247685
Lower middle income,13-04-2020,116969
Low income,13-04-2020,3119
High income,12-04-2020,1496743
Middle Class Income,12-04-2020,235048
Lower middle income,12-04-2020,111878
Low income,12-04-2020,2924
High income,11-04-2020,1394800
Middle Class Income,11-04-2020,223097
Lower middle income,11-04-2020,107369
Low income,11-04-2020,2768
High income,10-04-2020,1335228
Middle Class Income,10-04-2020,211944
Lower middle income,10-04-2020,102793
Low income,10-04-2020,2585
High income,09-04-2020,1267191
Middle Class Income,09-04-2020,198284
Lower middle income,09-04-2020,98279
Low income,09-04-2020,2375
High income,08-04-2020,1195690
Middle Class Income,08-04-2020,187012
Lower middle income,08-04-2020,94080
Low income,08-04-2020,2186
High income,07-04-2020,1129873
Middle Class Income,07-04-2020,174972
Lower middle income,07-04-2020,89994
Low income,07-04-2020,1980
High income,06-04-2020,1074446
Middle Class Income,06-04-2020,165560
Lower middle income,06-04-2020,86068
Low income,06-04-2020,1816
High income,05-04-2020,1012545
Middle Class Income,05-04-2020,158180
Lower middle income,05-04-2020,80853
Low income,05-04-2020,1642
High income,04-04-2020,953019
Middle Class Income,04-04-2020,150823
Lower middle income,04-04-2020,76179
Low income,04-04-2020,1505
High income,03-04-2020,904447
Middle Class Income,03-04-2020,143819
Lower middle income,03-04-2020,71810
Low income,03-04-2020,1372
High income,02-04-2020,831552
Middle Class Income,02-04-2020,137123
Lower middle income,02-04-2020,67344
Low income,02-04-2020,1236
High income,01-04-2020,760841
Middle Class Income,01-04-2020,130420
Lower middle income,01-04-2020,62503
Low income,01-04-2020,1082
High income,31-03-2020,685684
Middle Class Income,31-03-2020,124342
Lower middle income,31-03-2020,57558
Low income,31-03-2020,946
High income,30-03-2020,620042
Middle Class Income,30-03-2020,116424
Lower middle income,30-03-2020,52814
Low income,30-03-2020,811
High income,29-03-2020,563087
Middle Class Income,29-03-2020,112801
Lower middle income,29-03-2020,48478
Low income,29-03-2020,722
High income,28-03-2020,514892
Middle Class Income,28-03-2020,108764
Lower middle income,28-03-2020,44289
Low income,28-03-2020,640
High income,27-03-2020,453622
Middle Class Income,27-03-2020,104620
Lower middle income,27-03-2020,40230
Low income,27-03-2020,555
High income,26-03-2020,398077
Middle Class Income,26-03-2020,100256
Lower middle income,26-03-2020,36305
Low income,26-03-2020,476
High income,25-03-2020,344078
Middle Class Income,25-03-2020,96739
Lower middle income,25-03-2020,33057
Low income,25-03-2020,434
High income,24-03-2020,298009
Middle Class Income,24-03-2020,94483
Lower middle income,24-03-2020,30006
Low income,24-03-2020,330
High income,23-03-2020,260573
Middle Class Income,23-03-2020,92547
Lower middle income,23-03-2020,27552
Low income,23-03-2020,286
High income,22-03-2020,222007
Middle Class Income,22-03-2020,90640
Lower middle income,22-03-2020,25550
Low income,22-03-2020,210
High income,21-03-2020,192085
Middle Class Income,21-03-2020,88098
Lower middle income,21-03-2020,23872
Low income,21-03-2020,174
High income,20-03-2020,162695
Middle Class Income,20-03-2020,86561
Lower middle income,20-03-2020,22409
Low income,20-03-2020,137
High income,19-03-2020,136228
Middle Class Income,19-03-2020,85297
Lower middle income,19-03-2020,20645
Low income,19-03-2020,102
High income,18-03-2020,111692
Middle Class Income,18-03-2020,84184
Lower middle income,18-03-2020,19231
Low income,18-03-2020,78
High income,17-03-2020,96328
Middle Class Income,17-03-2020,83530
Lower middle income,17-03-2020,17707
Low income,17-03-2020,67
High income,16-03-2020,83291
Middle Class Income,16-03-2020,82905
Lower middle income,16-03-2020,16205
Low income,16-03-2020,57
High income,15-03-2020,70497
Middle Class Income,15-03-2020,82420
Lower middle income,15-03-2020,14943
Low income,15-03-2020,31
High income,14-03-2020,61106
Middle Class Income,14-03-2020,82017
Lower middle income,14-03-2020,13512
Low income,14-03-2020,23
High income,13-03-2020,52042
Middle Class Income,13-03-2020,81775
Lower middle income,13-03-2020,11935
Low income,13-03-2020,18
High income,12-03-2020,40607
Middle Class Income,12-03-2020,81433
Lower middle income,12-03-2020,10521
Low income,12-03-2020,15
Middle Class Income,11-03-2020,81326
High income,11-03-2020,35068
Lower middle income,11-03-2020,9411
Low income,11-03-2020,15
Middle Class Income,10-03-2020,81217
High income,10-03-2020,28737
Lower middle income,10-03-2020,8380
Low income,10-03-2020,10
Middle Class Income,09-03-2020,81114
High income,09-03-2020,25026
Lower middle income,09-03-2020,7436
Low income,09-03-2020,9
Middle Class Income,08-03-2020,81045
High income,08-03-2020,21443
Lower middle income,08-03-2020,6793
Low income,08-03-2020,9
Middle Class Income,07-03-2020,80936
High income,07-03-2020,18572
Lower middle income,07-03-2020,5975
Low income,07-03-2020,9
Middle Class Income,06-03-2020,80821
High income,06-03-2020,15644
Lower middle income,06-03-2020,4884
Low income,06-03-2020,6
Middle Class Income,05-03-2020,80609
High income,05-03-2020,13141
Lower middle income,05-03-2020,3617
Low income,05-03-2020,5
Middle Class Income,04-03-2020,80438
High income,04-03-2020,11175
Lower middle income,04-03-2020,3014
Low income,04-03-2020,5
Middle Class Income,03-03-2020,80291
High income,03-03-2020,9597
Lower middle income,03-03-2020,2395
Low income,03-03-2020,5
Middle Class Income,02-03-2020,80150
High income,02-03-2020,7966
Lower middle income,02-03-2020,1556
Low income,02-03-2020,5
Middle Class Income,01-03-2020,79941
High income,01-03-2020,6730
Lower middle income,01-03-2020,1021
Low income,01-03-2020,5
Middle Class Income,29-02-2020,79346
High income,29-02-2020,5338
Lower middle income,29-02-2020,629
Low income,29-02-2020,5
Middle Class Income,28-02-2020,78904
High income,28-02-2020,4116
Lower middle income,28-02-2020,422
Low income,28-02-2020,5
Middle Class Income,27-02-2020,78573
High income,27-02-2020,3169
Lower middle income,27-02-2020,276
Low income,27-02-2020,5
Middle Class Income,26-02-2020,78137
High income,26-02-2020,2367
Lower middle income,26-02-2020,170
Low income,26-02-2020,5
Middle Class Income,25-02-2020,77722
High income,25-02-2020,1869
Lower middle income,25-02-2020,125
Low income,25-02-2020,5
Middle Class Income,24-02-2020,77212
High income,24-02-2020,1562
Lower middle income,24-02-2020,88
Low income,24-02-2020,5
Middle Class Income,23-02-2020,76997
High income,23-02-2020,1232
Lower middle income,23-02-2020,70
Low income,23-02-2020,0
Middle Class Income,22-02-2020,76981
High income,22-02-2020,938
Lower middle income,22-02-2020,55
Middle Class Income,21-02-2020,75531
High income,21-02-2020,636
Lower middle income,21-02-2020,45
Middle Class Income,20-02-2020,75058
High income,20-02-2020,493
Lower middle income,20-02-2020,31
Middle Class Income,19-02-2020,74605
High income,19-02-2020,401
Lower middle income,19-02-2020,28
Middle Class Income,18-02-2020,74198
High income,18-02-2020,389
Lower middle income,18-02-2020,26
Middle Class Income,17-02-2020,72423
High income,17-02-2020,370
Lower middle income,17-02-2020,26
Middle Class Income,16-02-2020,70504
High income,16-02-2020,353
Lower middle income,16-02-2020,26
Middle Class Income,15-02-2020,68405
High income,15-02-2020,339
Lower middle income,15-02-2020,26
Middle Class Income,14-02-2020,66346
High income,14-02-2020,322
Lower middle income,14-02-2020,26
Middle Class Income,13-02-2020,59885
High income,13-02-2020,299
Lower middle income,13-02-2020,25
Middle Class Income,12-02-2020,44752
High income,12-02-2020,281
Lower middle income,12-02-2020,24
Middle Class Income,11-02-2020,44380
High income,11-02-2020,275
Lower middle income,11-02-2020,24
Middle Class Income,10-02-2020,42358
High income,10-02-2020,255
Lower middle income,10-02-2020,23
Middle Class Income,09-02-2020,39841
High income,09-02-2020,235
Lower middle income,09-02-2020,22
Middle Class Income,08-02-2020,36828
High income,08-02-2020,220
Lower middle income,08-02-2020,22
Middle Class Income,07-02-2020,34117
High income,07-02-2020,203
Lower middle income,07-02-2020,19
Middle Class Income,06-02-2020,30594
High income,06-02-2020,194
Lower middle income,06-02-2020,18
Middle Class Income,05-02-2020,27448
High income,05-02-2020,180
Lower middle income,05-02-2020,16
Middle Class Income,04-02-2020,23717
High income,04-02-2020,166
Lower middle income,04-02-2020,16
Middle Class Income,03-02-2020,19722
High income,03-02-2020,149
Lower middle income,03-02-2020,16
Middle Class Income,02-02-2020,16636
High income,02-02-2020,138
Lower middle income,02-02-2020,13
Middle Class Income,01-02-2020,11900
High income,01-02-2020,127
Lower middle income,01-02-2020,11
Middle Class Income,31-01-2020,9812
High income,31-01-2020,108
Lower middle income,31-01-2020,7
Middle Class Income,30-01-2020,8146
High income,30-01-2020,84
Lower middle income,30-01-2020,7
Middle Class Income,29-01-2020,6091
High income,29-01-2020,73
Lower middle income,29-01-2020,5
Middle Class Income,28-01-2020,5512
High income,28-01-2020,63
Lower middle income,28-01-2020,5
Middle Class Income,27-01-2020,2875
High income,27-01-2020,49
Lower middle income,27-01-2020,5
Middle Class Income,26-01-2020,2074
High income,26-01-2020,43
Lower middle income,26-01-2020,3
Middle Class Income,25-01-2020,1409
High income,25-01-2020,25
Lower middle income,25-01-2020,3
Middle Class Income,24-01-2020,921
High income,24-01-2020,21
Lower middle income,24-01-2020,2
Middle Class Income,23-01-2020,643
High income,23-01-2020,12
Lower middle income,23-01-2020,2
Middle Class Income,22-01-2020,551
High income,22-01-2020,6
Lower middle income,22-01-2020,0
